,Article_Name,Article_ID
4458,Westport_Country_Playhouse,A4459
4459,Weyauwega_derailment,A4460
4460,Weymouth,A4461
4461,Weyto_language,A4462
4462,Whale,A4463
4463,Whale_shark,A4464
4464,Whale_song,A4465
4465,Wheat,A4466
4466,Where_Did_Our_Love_Go,A4467
4467,Whipworm,A4468
4468,White%27s_Tree_Frog,A4469
4469,White-tailed_Eagle,A4470
4470,White_Mountain_art,A4471
4471,White_Wagtail,A4472
4472,White_cliffs_of_Dover,A4473
4473,Whitethroat,A4474
4474,Whitney_Joins_The_JAMs,A4475
4475,Whooping_Crane,A4476
4476,Wigeon,A4477
4477,Wikimedia_Foundation,A4478
4478,Wikinews,A4479
4479,Wikipedia,A4480
4480,Wikipedia_Text_of_the_GNU_Free_Documentation_License,A4481
4481,Wikisource,A4482
4482,Wikispecies,A4483
4483,Wild_cat,A4484
4484,Wildebeest,A4485
4485,Willem_Barents,A4486
4486,William_Butler_Yeats,A4487
4487,William_Edington,A4488
4488,William_Ewart_Gladstone,A4489
4489,William_Gilbert,A4490
4490,William_Gladstone,A4491
4491,William_Harvey,A4492
4492,William_Henry_Harrison,A4493
4493,William_Hogarth,A4494
4494,William_Howard_Taft,A4495
4495,William_III_of_England,A4496
4496,William_II_of_England,A4497
4497,William_IV_of_the_United_Kingdom,A4498
4498,William_I_of_England,A4499
4499,William_Mahone,A4500
4500,William_McKinley,A4501
4501,William_N._Page,A4502
4502,William_Pitt_the_Younger,A4503
4503,William_Renshaw,A4504
4504,William_Shakespeare,A4505
4505,William_Tecumseh_Sherman,A4506
4506,William_Thomson%2C_1st_Baron_Kelvin,A4507
4507,William_Wilberforce,A4508
4508,William_and_Mary,A4509
4509,William_the_Silent,A4510
4510,Wind,A4511
4511,Windows_2000,A4512
4512,Windows_Vista,A4513
4513,Windows_XP,A4514
4514,Windsor_Castle,A4515
4515,Wine,A4516
4516,Winfield_Scott_%28ship%29,A4517
4517,Winfield_Scott_Hancock,A4518
4518,Winston_Churchill,A4519
4519,Winston_Tunnel,A4520
4520,Winter,A4521
4521,Witold_Pilecki,A4522
4522,Wolf_Brother,A4523
4523,Wolfgang_Amadeus_Mozart,A4524
4524,Wolverine,A4525
4525,Wombat,A4526
4526,Women%27s_rights,A4527
4527,Wood,A4528
4528,Wood_Pigeon,A4529
4529,Wood_fuel,A4530
4530,Woodpecker,A4531
4531,Woodrow_Wilson,A4532
4532,Woodruff,A4533
4533,Woodworking,A4534
4534,WorkChoices,A4535
4535,Work_%28thermodynamics%29,A4536
4536,Working_poor,A4537
4537,World_Bank_Group,A4538
4538,World_Health_Organization,A4539
4539,World_Heritage_Site,A4540
4540,World_Trade_Organization,A4541
4541,World_War_I,A4542
4542,World_War_II,A4543
4543,World_Wide_Web,A4544
4544,Worm,A4545
4545,Wowpurchase,A4546
4546,Wren,A4547
4547,Wrench,A4548
4548,Wrestling,A4549
4549,Wright_brothers,A4550
4550,Writing,A4551
4551,Wyndham_Robertson,A4552
4552,X-Men__The_Last_Stand,A4553
4553,X_Window_System,A4554
4554,X_Window_System_protocols_and_architecture,A4555
4555,X_Window_core_protocol,A4556
4556,Xanadu_House,A4557
4557,Xenon,A4558
4558,Yagan,A4559
4559,Yak,A4560
4560,Yamoussoukro,A4561
4561,Yangtze_River,A4562
4562,Yarralumla%2C_Australian_Capital_Territory,A4563
4563,Yeast,A4564
4564,Yellow_River,A4565
4565,Yellow_fever,A4566
4566,Yellowhammer,A4567
4567,Yellowstone_National_Park,A4568
4568,Yemen,A4569
4569,Yenisei_River,A4570
4570,Yes_Minister,A4571
4571,Yeti,A4572
4572,Yom_Kippur_War,A4573
4573,York,A4574
4574,Yorkshire_Dales,A4575
4575,Yotsuya_Kaidan,A4576
4576,You%27re_Still_the_One,A4577
4577,Ytterbium,A4578
4578,Yttrium,A4579
4579,Yugoslavia,A4580
4580,Yungay%2C_Peru,A4581
4581,Yuri_Gagarin,A4582
4582,Yuri_Knorosov,A4583
4583,Z%C3%BCrich,A4584
4584,ZX_Spectrum,A4585
4585,Zachary_Taylor,A4586
4586,Zambezi,A4587
4587,Zambia,A4588
4588,Zara_Yaqob,A4589
4589,Zebra,A4590
4590,Zebra_shark,A4591
4591,Zeus,A4592
4592,Zhang_Qian,A4593
4593,Zheng_He,A4594
4594,Ziad_Jarrah,A4595
4595,Zimbabwe,A4596
4596,Zinc,A4597
4597,Zinc_chloride,A4598
4598,Zion_National_Park,A4599
4599,Zionism,A4600
4600,Zirconium,A4601
4601,Zoroaster,A4602
4602,Zuid-Gelders,A4603
4603,Zulu,A4604
